episode_id,series_id,seasonNumber,episodeNumber,titleType_episode,primaryTitle_episode,originalTitle_episode,isAdult_episode,startYear_episode,endYear_episode,runtimeMinutes_episode,genres_episode,averageRating,numVotes,titleType_series,primaryTitle_series,originalTitle_series,isAdult_series,startYear_series,endYear_series,runtimeMinutes_series,genres_series
tt0861840,tt0105950,4,19,tvEpisode,Butt Is It Art?,Butt Is It Art?,0,1994,,,"Animation,Comedy,Music",8,76,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861849,tt0105950,2,15,tvEpisode,Good Credit,Good Credit,0,1993,,,"Animation,Comedy,Music",7.7,77,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861841,tt0105950,5,11,tvEpisode,Career Day,Career Day,0,1994,,,"Animation,Comedy,Music",7.8,53,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857500,tt0105950,3,14,tvEpisode,The Trial,The Trial,0,1993,,,"Animation,Comedy,Music",7.5,66,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861848,tt0105950,6,11,tvEpisode,Gang of Two,Gang of Two,0,1996,,,"Animation,Comedy,Music",7.6,63,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861847,tt0105950,4,17,tvEpisode,Figure Drawing,Figure Drawing,0,1994,,,"Animation,Comedy,Music",8.1,81,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861842,tt0105950,5,39,tvEpisode,Close Encounters,Close Encounters,0,1995,,22,"Animation,Comedy,Music",8,61,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861843,tt0105950,4,27,tvEpisode,Crisis Line,Crisis Line,0,1994,,,"Animation,Comedy,Music",8.1,52,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861844,tt0105950,4,18,tvEpisode,Date Bait,Date Bait,0,1994,,,"Animation,Comedy,Music",7.8,75,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861846,tt0105950,5,9,tvEpisode,"Dude, a Reward","Dude, a Reward",0,1994,,,"Animation,Comedy,Music",7.9,70,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857499,tt0105950,2,20,tvEpisode,Sick,Sick,0,1993,,,"Animation,Comedy,Music",7.5,74,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857495,tt0105950,2,17,tvEpisode,For Better or Verse,For Better or Verse,0,1993,,,"Animation,Comedy,Music",7.4,73,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857497,tt0105950,2,3,tvEpisode,Home Improvement,Home Improvement,0,1993,,28,"Animation,Comedy,Music",8.1,123,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0520546,tt0105950,4,12,tvEpisode,Late Night with Butt-head,Late Night with Butt-head,0,1994,,30,"Animation,Comedy,Music",7.9,86,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0520545,tt0105950,7,26,tvEpisode,Impotence,Impotence,0,1997,,,"Animation,Comedy,Music",8,66,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0520544,tt0105950,3,12,tvEpisode,Citizen Butt-head,Citizen Butt-head,0,1993,,,"Animation,Comedy,Music",8,72,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0854436,tt0105950,2,9,tvEpisode,At the Sideshow,At the Sideshow,0,1993,,,"Animation,Comedy,Music",7.2,76,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0854437,tt0105950,2,12,tvEpisode,Lawn & Garden,Lawn & Garden,0,1993,,,"Animation,Comedy,Music",7.9,114,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0854438,tt0105950,3,28,tvEpisode,Most Wanted,Most Wanted,0,1994,,,"Animation,Comedy,Music",8.1,89,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0854439,tt0105950,3,18,tvEpisode,The Crush,The Crush,0,1993,,,"Animation,Comedy,Music",7.4,92,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0855290,tt0105950,2,2,tvEpisode,Heroes,Heroes,0,1993,,,"Animation,Comedy,Music",7.4,77,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0855291,tt0105950,2,4,tvEpisode,Stewart's House,Stewart's House,0,1993,,,"Animation,Comedy,Music",7.6,87,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0856360,tt0105950,2,10,tvEpisode,Be All You Can Be,Be All You Can Be,0,1993,,,"Animation,Comedy,Music",7.9,82,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0856361,tt0105950,2,14,tvEpisode,Bedpans & Broomsticks,Bedpans & Broomsticks,0,1993,,,"Animation,Comedy,Music",7.3,75,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0856362,tt0105950,2,8,tvEpisode,Scientific Stuff,Scientific Stuff,0,1993,,,"Animation,Comedy,Music",7.7,75,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857486,tt0105950,3,27,tvEpisode,A Very Special Christmas with Beavis and Butt-Head,A Very Special Christmas with Beavis and Butt-Head,0,1993,,,"Animation,Comedy,Music",7.5,79,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857487,tt0105950,3,15,tvEpisode,Ball Breakers,Ball Breakers,0,1993,,,"Animation,Comedy,Music",7.8,66,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857488,tt0105950,3,21,tvEpisode,Beavis and Butt-head Meet God,Beavis and Butt-head Meet God,0,1993,,,"Animation,Comedy,Music",7.5,62,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857489,tt0105950,3,16,tvEpisode,Buff 'N' Stuff,Buff 'N' Stuff,0,1993,,,"Animation,Comedy,Music",7.5,68,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857490,tt0105950,3,17,tvEpisode,Canoe,Canoe,0,1993,,,"Animation,Comedy,Music",8,65,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857491,tt0105950,3,8,tvEpisode,Cleaning House,Cleaning House,0,1993,,,"Animation,Comedy,Music",7.8,74,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857492,tt0105950,3,26,tvEpisode,Closing Time,Closing Time,0,1993,,,"Animation,Comedy,Music",8.2,72,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857493,tt0105950,3,3,tvEpisode,Couch-Fishing,Couch-Fishing,0,1993,,,"Animation,Comedy,Music",7.8,72,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857494,tt0105950,3,19,tvEpisode,Eating Contest,Eating Contest,0,1993,,,"Animation,Comedy,Music",7.1,60,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861850,tt0105950,5,6,tvEpisode,Hard Sell,Hard Sell,0,1994,,,"Animation,Comedy,Music",8,58,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857496,tt0105950,3,20,tvEpisode,Foreign Exchange,Foreign Exchange,0,1993,,,"Animation,Comedy,Music",7.6,64,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0857498,tt0105950,3,9,tvEpisode,Scratch 'N' Win,Scratch 'N' Win,0,1993,,,"Animation,Comedy,Music",7.4,65,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861851,tt0105950,5,30,tvEpisode,Here Comes the Bride's Butt,Here Comes the Bride's Butt,0,1995,,23,"Animation,Comedy,Music",7.9,65,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861855,tt0105950,5,45,tvEpisode,Murder Site,Murder Site,0,1995,,,"Animation,Comedy,Music",7.8,65,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861853,tt0105950,4,6,tvEpisode,Jump!,Jump!,0,1994,,,"Animation,Comedy,Music",8,62,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861877,tt0105950,4,3,tvEpisode,Trouble Urinating,Trouble Urinating,0,1994,,,"Animation,Comedy,Music",8,61,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861878,tt0105950,5,10,tvEpisode,Walking Erect,Walking Erect,0,1994,,,"Animation,Comedy,Music",7.7,57,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861879,tt0105950,5,42,tvEpisode,Whiplash,Whiplash,0,1995,,,"Animation,Comedy,Music",8.1,65,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861880,tt0105950,6,15,tvEpisode,Yard Sale,Yard Sale,0,1996,,23,"Animation,Comedy,Music",8.1,69,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863246,tt0105950,7,14,tvEpisode,A Great Day,A Great Day,0,1997,,,"Animation,Comedy,Music",8.3,65,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863247,tt0105950,7,38,tvEpisode,Butt Flambe,Butt Flambe,0,1997,,,"Animation,Comedy,Music",8.4,72,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863248,tt0105950,7,24,tvEpisode,Canned,Canned,0,1997,,,"Animation,Comedy,Music",7.7,63,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863249,tt0105950,7,30,tvEpisode,"Die Fly, Die!","Die Fly, Die!",0,1997,,,"Animation,Comedy,Music",8,69,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863250,tt0105950,7,4,tvEpisode,Ding-Dong-Ditch,Ding-Dong-Ditch,0,1997,,,"Animation,Comedy,Music",8.1,73,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863251,tt0105950,7,31,tvEpisode,Drinking Butt-ies,Drinking Butt-ies,0,1997,,24,"Animation,Comedy,Music",7.8,60,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863252,tt0105950,7,3,tvEpisode,Evolution Sucks,Evolution Sucks,0,1997,,,"Animation,Comedy,Music",7.8,57,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863253,tt0105950,7,16,tvEpisode,Follow Me,Follow Me,0,1997,,28,"Animation,Comedy,Music",7.6,68,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863254,tt0105950,7,25,tvEpisode,Garage Band,Garage Band,0,1997,,,"Animation,Comedy,Music",8.1,64,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863255,tt0105950,7,9,tvEpisode,Head Lice,Head Lice,0,1997,,,"Animation,Comedy,Music",8.1,64,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863256,tt0105950,7,29,tvEpisode,Inventors,Inventors,0,1997,,,"Animation,Comedy,Music",7.8,61,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863257,tt0105950,7,5,tvEpisode,Just for Girls,Just for Girls,0,1997,,,"Animation,Comedy,Music",8.1,64,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863258,tt0105950,7,37,tvEpisode,Leave It to Beavis,Leave It to Beavis,0,1997,,28,"Animation,Comedy,Music",8.2,71,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863259,tt0105950,7,17,tvEpisode,Nothing Happening,Nothing Happening,0,1997,,,"Animation,Comedy,Music",8,51,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863260,tt0105950,7,15,tvEpisode,On Strike,On Strike,0,1997,,,"Animation,Comedy,Music",7.9,66,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863261,tt0105950,7,39,tvEpisode,Our Founding Losers,Our Founding Losers,0,1997,,,"Animation,Comedy,Music",8,57,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0863262,tt0105950,7,28,tvEpisode,Shopping Cart,Shopping Cart,0,1997,,27,"Animation,Comedy,Music",8,62,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861876,tt0105950,5,27,tvEpisode,To the Rescue,To the Rescue,0,1995,,,"Animation,Comedy,Music",7.9,52,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861852,tt0105950,5,28,tvEpisode,I Dream of Beavis,I Dream of Beavis,0,1995,,,"Animation,Comedy,Music",7.8,51,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861875,tt0105950,4,13,tvEpisode,The Final Judgement of Beavis,The Final Judgement of Beavis,0,1994,,,"Animation,Comedy,Music",8.3,86,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861873,tt0105950,5,13,tvEpisode,Take a Number,Take a Number,0,1994,,,"Animation,Comedy,Music",7.7,56,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861854,tt0105950,4,8,tvEpisode,Let's Clean It Up,Let's Clean It Up,0,1994,,,"Animation,Comedy,Music",7.9,56,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0850730,tt0105950,4,10,tvEpisode,Water Safety,Water Safety,0,1994,,,"Animation,Comedy,Music",7.8,60,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861856,tt0105950,5,34,tvEpisode,Oil Change,Oil Change,0,1995,,,"Animation,Comedy,Music",8.2,70,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0520543,tt0105950,5,32,tvEpisode,"Beavis, Can You Spare a Dime?","Beavis, Can You Spare a Dime?",0,1995,,,"Animation,Comedy,Music",7.8,66,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0520542,tt0105950,7,40,tvEpisode,Beavis and Butt-head Are Dead,Beavis and Butt-head Are Dead,0,1997,,,"Animation,Comedy,Music",8.7,127,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861857,tt0105950,6,16,tvEpisode,P.T.A.,P.T.A.,0,1996,,,"Animation,Comedy,Music",7.7,64,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0520541,tt0105950,2,6,tvEpisode,Babes R Us,Babes R Us,0,1993,,,"Animation,Comedy,Music",7.3,84,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861858,tt0105950,4,25,tvEpisode,Patients Patients,Patients Patients,0,1994,,,"Animation,Comedy,Music",8.1,78,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861859,tt0105950,5,12,tvEpisode,Plastic Surgin',Plastic Surgin',0,1994,,,"Animation,Comedy,Music",7.7,74,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861860,tt0105950,4,14,tvEpisode,Pool Toys,Pool Toys,0,1994,,,"Animation,Comedy,Music",8.2,88,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861861,tt0105950,5,29,tvEpisode,Pregnant Pause,Pregnant Pause,0,1995,,,"Animation,Comedy,Music",8.3,73,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861862,tt0105950,5,41,tvEpisode,Premature Evacuation,Premature Evacuation,0,1995,,,"Animation,Comedy,Music",7.9,64,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861863,tt0105950,4,7,tvEpisode,Pumping Iron,Pumping Iron,0,1994,,,"Animation,Comedy,Music",7.8,67,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861864,tt0105950,4,4,tvEpisode,Rabies Scare,Rabies Scare,0,1994,,,"Animation,Comedy,Music",8,85,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861866,tt0105950,5,5,tvEpisode,Safe House,Safe House,0,1994,,23,"Animation,Comedy,Music",7.5,72,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861867,tt0105950,6,18,tvEpisode,Shopping List,Shopping List,0,1996,,,"Animation,Comedy,Music",7.7,64,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861868,tt0105950,5,33,tvEpisode,Skin Trade,Skin Trade,0,1995,,,"Animation,Comedy,Music",7.9,51,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861869,tt0105950,5,43,tvEpisode,Spare Me,Spare Me,0,1995,,,"Animation,Comedy,Music",7.9,63,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861870,tt0105950,6,12,tvEpisode,Sprout,Sprout,0,1996,,,"Animation,Comedy,Music",7.7,66,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861871,tt0105950,6,10,tvEpisode,Stewart Is Missing,Stewart Is Missing,0,1996,,,"Animation,Comedy,Music",8,68,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861872,tt0105950,5,16,tvEpisode,Stewart Moves Away,Stewart Moves Away,0,1995,,29,"Animation,Comedy,Music",8,70,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0861874,tt0105950,4,26,tvEpisode,Teen Talk,Teen Talk,0,1994,,,"Animation,Comedy,Music",7.8,72,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0520547,tt0105950,5,18,tvEpisode,Party,Party,0,1995,,,"Animation,Comedy,Music",7.8,72,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0850726,tt0105950,7,7,tvEpisode,Dumbasses Anonymous,Dumbasses Anonymous,0,1997,,,"Animation,Comedy,Music",7.9,69,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0850729,tt0105950,6,3,tvEpisode,U.S. History,U.S. History,0,1995,,,"Animation,Comedy,Music",7.7,70,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0823567,tt0105950,5,8,tvEpisode,Temporary Insanity,Temporary Insanity,0,1994,,,"Animation,Comedy,Music",8,72,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0823568,tt0105950,5,26,tvEpisode,The History of Women,The History of Women,0,1995,,,"Animation,Comedy,Music",7.9,71,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0823569,tt0105950,4,1,tvEpisode,Wall of Youth,Wall of Youth,0,1994,,,"Animation,Comedy,Music",8,60,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0823570,tt0105950,5,19,tvEpisode,Wet Behind the Rears,Wet Behind the Rears,0,1995,,23,"Animation,Comedy,Music",8,67,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt2112382,tt0105950,8,6,tvEpisode,The Rat/Spill,The Rat/Spill,0,2011,,21,"Animation,Comedy,Music",8,120,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0289860,tt0105950,6,7,tvEpisode,Beavis and Butt-Head Do Christmas,Beavis and Butt-Head Do Christmas,0,1995,,60,"Animation,Comedy,Music",8,766,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0827795,tt0105950,4,2,tvEpisode,Cow Tipping,Cow Tipping,0,1994,,,"Animation,Comedy,Music",8,61,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0827796,tt0105950,2,21,tvEpisode,No Laughing,No Laughing,0,1993,,,"Animation,Comedy,Music",8.6,162,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0828174,tt0105950,5,14,tvEpisode,Beaverly Butt-billies,Beaverly Butt-billies,0,1994,,23,"Animation,Comedy,Music",7.8,74,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0828175,tt0105950,5,4,tvEpisode,Choke,Choke,0,1994,,25,"Animation,Comedy,Music",8.2,82,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0828176,tt0105950,5,15,tvEpisode,Tainted Meat,Tainted Meat,0,1994,,,"Animation,Comedy,Music",8.2,79,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt2112381,tt0105950,8,5,tvEpisode,Supersize Me/Bathroom Break,Supersize Me/Bathroom Break,0,2011,,21,"Animation,Comedy,Music",8,131,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0828627,tt0105950,5,22,tvEpisode,Dream On,Dream On,0,1995,,,"Animation,Comedy,Music",8.2,76,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0828628,tt0105950,6,14,tvEpisode,No Service,No Service,0,1996,,24,"Animation,Comedy,Music",8.1,69,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0828629,tt0105950,6,13,tvEpisode,Prank Call,Prank Call,0,1996,,,"Animation,Comedy,Music",8.6,93,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0828630,tt0105950,5,31,tvEpisode,Screamers,Screamers,0,1995,,,"Animation,Comedy,Music",8.2,56,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0780681,tt0105950,5,2,tvEpisode,Killing Time,Killing Time,0,1994,,22,"Animation,Comedy,Music",8,71,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0833005,tt0105950,5,37,tvEpisode,Another Friday Night,Another Friday Night,0,1995,,25,"Animation,Comedy,Music",7.8,68,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0833006,tt0105950,5,36,tvEpisode,"Bang the Drum Slowly, Dumbass","Bang the Drum Slowly, Dumbass",0,1995,,25,"Animation,Comedy,Music",8,70,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0833007,tt0105950,6,19,tvEpisode,Buy Beer,Buy Beer,0,1996,,,"Animation,Comedy,Music",8.2,74,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0833008,tt0105950,2,7,tvEpisode,Friday Night,Friday Night,0,1993,,,"Animation,Comedy,Music",7.3,79,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0823566,tt0105950,5,44,tvEpisode,Patsies,Patsies,0,1995,,24,"Animation,Comedy,Music",7.9,65,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0833009,tt0105950,6,17,tvEpisode,Substitute,Substitute,0,1996,,25,"Animation,Comedy,Music",8,66,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0823565,tt0105950,3,1,tvEpisode,Comedians,Comedians,0,1993,,,"Animation,Comedy,Music",7.7,72,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt0823563,tt0105950,5,23,tvEpisode,Candy Sale,Candy Sale,0,1995,,24,"Animation,Comedy,Music",8.4,90,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
tt2126482,tt0105950,8,10,tvEpisode,Time Machine/Massage,Time Machine/Massage,0,2011,,21,"Animation,Comedy,Music",7.8,103,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0,1993,2011,15,"Animation,Comedy,Music"
