episode_id,series_id,seasonNumber,episodeNumber,titleType_episode,primaryTitle_episode,originalTitle_episode,isAdult_episode,startYear_episode,endYear_episode,runtimeMinutes_episode,genres_episode,averageRating,numVotes,Plot,Original_airDT,titleType_series,primaryTitle_series,originalTitle_series,isAdult_series,startYear_series,endYear_series,runtimeMinutes_series,genres_primary,genre_secondary,gener_third
tt0701270,tt0096697,10,2,tvEpisode,The Wizard of Evergreen Terrace,The Wizard of Evergreen Terrace,0,1998,,30,"Animation,Comedy",8.2,1410,"
 Homer's midlife crisis leads to a disastrous attempt at being an inventor.",9/20/1998,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701271,tt0096697,15,14,tvEpisode,The Ziff Who Came to Dinner,The Ziff Who Came to Dinner,0,2004,,30,"Animation,Comedy",6.9,841,"
 Artie Ziff is discovered hiding out in the Simpsons' attic.",3/14/2004,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701272,tt0096697,10,22,tvEpisode,They Saved Lisa's Brain,They Saved Lisa's Brain,0,1999,,30,"Animation,Comedy",7.4,1162,"
 Lisa is invited to join the Springfield chapter of MENSA and after Mayor Quimby flees, the group ends up running the city. Meanwhile, Homer poses for a series of erotic photos.",5/9/1999,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701273,tt0096697,10,23,tvEpisode,Thirty Minutes Over Tokyo,Thirty Minutes Over Tokyo,0,1999,,30,"Animation,Comedy",8,1387,"
 The Simpsons must perform on a Japanese game show after Homer loses their money on a vacation.",5/16/1999,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701274,tt0096697,14,17,tvEpisode,Three Gays of the Condo,Three Gays of the Condo,0,2003,,30,"Animation,Comedy",7.2,930,"
 Finding an old note, Homer discovers Marge secretly hated him many years back. Upset, he leaves the house and moves in with two gays.",4/13/2003,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701275,tt0096697,2,21,tvEpisode,Three Men and a Comic Book,Three Men and a Comic Book,0,1991,,30,"Animation,Comedy",8.4,1967,"
 Bart, Milhouse and Martin each pitch in to buy an expensive comic book, which soon has a disastrous effect on their friendship.",5/9/1991,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701276,tt0096697,15,6,tvEpisode,"Today, I Am a Clown","Today, I Am a Clown",0,2003,,30,"Animation,Comedy",6.6,854,"
 Krusty decides to do what he never did when he was thirteen years old - have a Bar Mitzvah.",12/7/2003,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701277,tt0096697,9,22,tvEpisode,Trash of the Titans,Trash of the Titans,0,1998,,30,"Animation,Comedy",8.5,1541,"
 Homer becomes the sanitation commissioner for Springfield. His ineptitude pollutes the town and leads to a drastic solution.",4/26/1998,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701263,tt0096697,8,10,tvEpisode,The Springfield Files,The Springfield Files,0,1997,,30,"Animation,Comedy",9.1,2516,"
 Special Agents Mulder and Scully arrive in Springfield after Homer claims to have seen an alien.",1/12/1997,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701278,tt0096697,2,3,tvEpisode,Treehouse of Horror,Treehouse of Horror,0,1990,,30,"Animation,Comedy",8.3,2548,"
 The Simpsons move into a cursed house, then are abducted by aliens, before Homer is ensconced in a tale by Edgar Allen Poe.",10/25/1990,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701280,tt0096697,10,4,tvEpisode,Treehouse of Horror IX,Treehouse of Horror IX,0,1998,,30,"Animation,Comedy",8.1,1470,"
 Homer receives an evil hair transplant; Bart and Lisa get trapped in an Itchy and Scratchy cartoon; Maggie is revealed to be an alien.",10/25/1998,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701281,tt0096697,6,6,tvEpisode,Treehouse of Horror V,Treehouse of Horror V,0,1994,,30,"Animation,Comedy",9.1,2524,"
 The family's job at Mr. Burns' country estate goes awry when Homer goes mad; Homer's attempt to repair a toaster results in inadvertent time travel; The school staff turn cannibalistic.",10/30/1994,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701283,tt0096697,11,4,tvEpisode,Treehouse of Horror X,Treehouse of Horror X,0,1999,,30,"Animation,Comedy",7.8,1290,"
 The Simpsons attempt to cover up their accidental murder of Ned Flanders. Bart and Lisa acquire super powers. An electronic apocalypse threatens Springfield.",10/31/1999,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701284,tt0096697,13,1,tvEpisode,Treehouse of Horror XII,Treehouse of Horror XII,0,2001,,30,"Animation,Comedy",7.5,1199,"
 A gypsy puts a curse on Homer; The Simpsons' new automated house malfunctions and tries to kill Homer; Bart and Lisa attend a school for wizards.",11/6/2001,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701285,tt0096697,15,1,tvEpisode,Treehouse of Horror XIV,Treehouse of Horror XIV,0,2003,,30,"Animation,Comedy",7.5,1130,"
 First, Homer kills the Grim Reaper and takes his place in Reaper Madness. Then, Professor Frink's father is revived, only to kill people and steal their organs in Frinkenstein. Finally, Bart and Milhouse get a stop watch that can stop time in Stop the World, I Want To Goof Off.",11/2/2003,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701286,tt0096697,16,1,tvEpisode,Treehouse of Horror XV,Treehouse of Horror XV,0,2004,,30,"Animation,Comedy",7.3,1009,"
 Ned gains the power to foresee people's deaths; Maggie is shrunk inside a vitamin capsule and swallowed; Eliza Simpson and her sidekick hunt down a murderer.",11/7/2004,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701287,tt0096697,17,4,tvEpisode,Treehouse of Horror XVI,Treehouse of Horror XVI,0,2005,,30,"Animation,Comedy",7.4,980,"
 An android son replaces Bart; Homer and friends are the quarry in Mr. Burns' hunting tournament; a witch turns townsfolk into their Halloween costumes.",11/6/2005,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701288,tt0096697,12,18,tvEpisode,Trilogy of Error,Trilogy of Error,0,2001,,30,"Animation,Comedy",8.6,1565,"
 Homer loses his thumb and must rush to the hospital for immediate surgery; Lisa tries to make it to the school with her project; Bart obtains illegal fireworks.",4/29/2001,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701289,tt0096697,6,20,tvEpisode,Two Dozen and One Greyhounds,Two Dozen and One Greyhounds,0,1995,,30,"Animation,Comedy",8.2,1529,"
 Santa's Little Helper's new mate has puppies, and Mr. Burns schemes to steal them and make them into a coat.",4/9/1995,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701290,tt0096697,10,10,tvEpisode,Viva Ned Flanders,Viva Ned Flanders,0,1999,,30,"Animation,Comedy",7.9,1321,"
 When Homer takes Ned to Las Vegas in an attempt to get him to loosen up, the two end up drunkenly marrying a pair of cocktail waitresses.",1/10/1999,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701291,tt0096697,13,16,tvEpisode,Weekend at Burnsie's,Weekend at Burnsie's,0,2002,,30,"Animation,Comedy",7.7,1088,"
 After a traumatizing eye injury, Homer becomes a habitual user of medical marijuana.",4/7/2002,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701292,tt0096697,4,20,tvEpisode,Whacking Day,Whacking Day,0,1993,,30,"Animation,Comedy",8.1,1745,"
 Marge attempts to home school Bart after he is expelled from Springfield Elementary. Meanwhile, Lisa protests a barbaric local holiday centered around clubbing snakes to death.",4/29/1993,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701293,tt0096697,10,5,tvEpisode,When You Dish Upon a Star,When You Dish Upon a Star,0,1998,,30,"Animation,Comedy",7.3,1319,"
 Homer becomes a Hollywood insider when he befriends Alec Baldwin and Kim Basinger.",11/8/1998,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701294,tt0096697,6,25,tvEpisode,Who Shot Mr. Burns? Part One,Who Shot Mr. Burns? Part One,0,1995,,30,"Animation,Comedy",9.1,2374,"
 After Mr. Burns steals oil from Springfield Elementary, an unknown person, seemingly in retaliation, shoots him.",5/21/1995,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701279,tt0096697,5,5,tvEpisode,Treehouse of Horror IV,Treehouse of Horror IV,0,1993,,30,"Animation,Comedy",8.7,2078,"
 Homer sells his soul to the Devil for a donut, Bart contends with a gremlin on the side of the school bus which only he can see, and the family discovers that Mr. Burns is a vampire.",10/28/1993,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701262,tt0096697,8,24,tvEpisode,The Simpsons Spin-Off Showcase,The Simpsons Spin-Off Showcase,0,1997,,30,"Animation,Comedy",7.3,1449,"
 Troy McClure introduces possible Simpsons spin-offs: ""Chief Wiggins, P.I.,"" ""The Love-Matic Grandpa,"" ""The Simpson Family Smile-Time Variety Hour"".",5/11/1997,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701261,tt0096697,7,10,tvEpisode,The Simpsons 138th Episode Spectacular!,The Simpsons 138th Episode Spectacular!,0,1995,,30,"Animation,Comedy",7.6,1484,"
 Troy McClure hosts a retrospective of the first 137 episodes of The Simpsons (1989).",12/3/1995,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701260,tt0096697,16,14,tvEpisode,The Seven-Beer Snitch,The Seven-Beer Snitch,0,2005,,30,"Animation,Comedy",6.8,802,"
 Springfield builds an opera house, but since no-one attends it they convert it into a prison. Old and forgotten laws are used to fill the prison, and therefore Homer goes to jail for kicking a can five times in a row. In jail, Homer becomes a snitch",4/3/2005,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701229,tt0096697,8,20,tvEpisode,The Canine Mutiny,The Canine Mutiny,0,1997,,30,"Animation,Comedy",7.7,1340,"
 After he fraudulently obtains a credit card, Bart buys a new dog named Laddie. When the items he purchased are repossessed, he lies that Santa's Little Helper is the dog he bought, and soon misses his pet.",4/13/1997,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701230,tt0096697,9,1,tvEpisode,The City of New York vs. Homer Simpson,The City of New York vs. Homer Simpson,0,1997,,30,"Animation,Comedy",9.1,2649,"
 Homer must travel to New York to get his car back, which is illegally parked at World Trade Center Plaza.",9/21/1997,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701231,tt0096697,12,6,tvEpisode,The Computer Wore Menace Shoes,The Computer Wore Menace Shoes,0,2000,,30,"Animation,Comedy",7.7,1154,"
 Homer's gossip website becomes a huge hit, but when his information runs out he resorts to making up news.",12/3/2000,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701232,tt0096697,1,11,tvEpisode,The Crepes of Wrath,The Crepes of Wrath,0,1990,,30,"Animation,Comedy",7.9,2206,"
 Bart is sent to France on a student exchange program, where he's treated like a slave; An Albanian student takes Bart's place in the family.",4/15/1990,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701233,tt0096697,14,8,tvEpisode,The Dad Who Knew Too Little,The Dad Who Knew Too Little,0,2003,,30,"Animation,Comedy",7.4,939,"
 Homer hires a private detective to learn more about Lisa.",1/12/2003,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701234,tt0096697,7,18,tvEpisode,The Day the Violence Died,The Day the Violence Died,0,1996,,30,"Animation,Comedy",8.1,1469,"
 Bart and Lisa meet a homeless person who claims to have created Itchy, one half of the cat and mouse team of their favorite cartoon series, ""Itchy & Scratchy.""",3/17/1996,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701235,tt0096697,15,5,tvEpisode,The Fat and the Furriest,The Fat and the Furriest,0,2003,,30,"Animation,Comedy",7.2,881,"
 At the dump Homer is videotaped while being attacked by a bear. The town regards him a coward, so Homer decides to strike back at the bear.",11/30/2003,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701236,tt0096697,16,21,tvEpisode,"The Father, the Son, and the Holy Guest Star","The Father, the Son, and the Holy Guest Star",0,2005,,30,"Animation,Comedy",7.3,940,"
 Bart is expelled from Springfield Elementary, and Bart is therefore enrolled in St. Jerome's Catholic School.",5/15/2005,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701237,tt0096697,4,19,tvEpisode,The Front,The Front,0,1993,,30,"Animation,Comedy",8.2,1603,"
 Bart and Lisa decide to write their own episodes of the ""Itchy and Scratchy"" show after they begin to grow bored with the current scripts.",4/15/1993,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701238,tt0096697,13,21,tvEpisode,The Frying Game,The Frying Game,0,2002,,30,"Animation,Comedy",7.1,921,"
 Homer and Marge find themselves on death row after they are framed for murder.",5/19/2002,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701239,tt0096697,17,2,tvEpisode,The Girl Who Slept Too Little,The Girl Who Slept Too Little,0,2005,,30,"Animation,Comedy",7,883,"
 A new cemetery right outside the window of Lisa's room makes Lisa suffer from many sleepless nights.",9/18/2005,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701240,tt0096697,14,6,tvEpisode,The Great Louse Detective,The Great Louse Detective,0,2002,,30,"Animation,Comedy",7.3,976,"
 Homer has to use Sideshow Bob in order to track down a potential assassin.",12/15/2002,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701241,tt0096697,12,7,tvEpisode,The Great Money Caper,The Great Money Caper,0,2000,,30,"Animation,Comedy",7.4,1104,"
 The whole town of Springfield conspires to teach Homer and Bart a lesson after the pair begin running confidence scams.",12/10/2000,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701242,tt0096697,16,17,tvEpisode,The Heartbroke Kid,The Heartbroke Kid,0,2005,,30,"Animation,Comedy",7.2,857,"
 Bart starts living on food from the new candy machine in school only, but he becomes so overweight that he has to go to a fat camp.",5/1/2005,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701243,tt0096697,8,3,tvEpisode,The Homer They Fall,The Homer They Fall,0,1996,,30,"Animation,Comedy",8.1,1541,"
 Homer becomes a boxer after Moe discovers his amazing ability to take a punch.",11/10/1996,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701244,tt0096697,17,8,tvEpisode,The Italian Bob,The Italian Bob,0,2005,,30,"Animation,Comedy",7.2,1018,"
 The Simpsons become lost in Italy, finding their way to a small town that Sideshow Bob has become the mayor of.",12/11/2005,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701245,tt0096697,8,14,tvEpisode,The Itchy & Scratchy & Poochie Show,The Itchy & Scratchy & Poochie Show,0,1997,,30,"Animation,Comedy",8,1539,"
 Krusty becomes alarmed at the flagging ratings for ""The Itchy & Scratchy Show"" and demands it be corrected. The producers reason some new gimmicks are needed to inject fresh air and - after a focus group doesn't quite go as well as planned - decide to introduce a new character named Poochie, a rapping cartoon dog that is supposed to become friends with Itchy and Scratchy. Homer auditions to do Poochie's voice and wins the part. Poochie's first cartoon, ""The Beagle Has Landed,"" premieres to great fanfare but is poorly received to say the least. The producers decide ...",2/7/1997,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701259,tt0096697,8,25,tvEpisode,The Secret War of Lisa Simpson,The Secret War of Lisa Simpson,0,1997,,30,"Animation,Comedy",7.9,1394,"
 After a prank destroys half the town, Bart is shipped away to military school. Lisa, seeking a challenge, decides to enroll with him, but is faced with discrimination as the school's only girl cadet.",5/18/1997,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701258,tt0096697,15,4,tvEpisode,The Regina Monologues,The Regina Monologues,0,2003,,30,"Animation,Comedy",7.2,1019,"
 Prime minister Tony Blair welcomes the Simpsons to England where they run into author J.K. Rowling and actor Ian McKellen.",11/23/2003,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701257,tt0096697,9,2,tvEpisode,The Principal and the Pauper,The Principal and the Pauper,0,1997,,30,"Animation,Comedy",7.1,1692,"
 At his 20th anniversary celebration as school principal, Principal Skinner is discovered to be an imposter of the real Seymour Skinner.",9/28/1997,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701256,tt0096697,15,3,tvEpisode,The President Wore Pearls,The President Wore Pearls,0,2003,,30,"Animation,Comedy",7,941,"
 Lisa feuds with Principal Skinner after being elected school president.",11/16/2003,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701255,tt0096697,13,2,tvEpisode,The Parent Rap,The Parent Rap,0,2001,,30,"Animation,Comedy",7,1004,"
 After Bart takes a joyride in a police car, a judge orders him to be tethered to Homer at all times.",11/11/2001,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701254,tt0096697,3,22,tvEpisode,The Otto Show,The Otto Show,0,1992,,30,"Animation,Comedy",7.8,1655,"
 After Otto loses his job as school bus driver because he does not have a license, Bart convinces Homer and Marge to let Otto stay with them until he gets back on his feet.",4/23/1992,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0888355,tt0096697,18,7,tvEpisode,Ice Cream of Margie: With the Light Blue Hair,Ice Cream of Margie: With the Light Blue Hair,0,2006,,30,"Animation,Comedy",7,888,"
 Homer becomes an ice cream man after being fired from the plant, and Marge uses his leftover Popsicle sticks to create folk art figures.",11/26/2006,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701253,tt0096697,8,21,tvEpisode,The Old Man and the Lisa,The Old Man and the Lisa,0,1997,,30,"Animation,Comedy",7.9,1400,"
 Burns loses his fortune and recruits Lisa to help him get it back.",4/20/1997,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701251,tt0096697,10,20,tvEpisode,The Old Man and the 'C' Student,The Old Man and the 'C' Student,0,1999,,30,"Animation,Comedy",7.4,1129,"
 Bart is punished with community service at the Retirement Castle after he ruins Springfield's chances of hosting the Olympics.",4/25/1999,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701250,tt0096697,11,12,tvEpisode,The Mansion Family,The Mansion Family,0,2000,,30,"Animation,Comedy",7.3,1066,"
 Homer receives responsibility for Mr. Burns' mansion when he is on leave and takes Burns' yacht to international waters to have a party.",1/23/2000,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701249,tt0096697,13,12,tvEpisode,The Lastest Gun in the West,The Lastest Gun in the West,0,2002,,30,"Animation,Comedy",6.6,953,"
 Bart meets a retired cowboy movie star and convinces him to make a comeback on The Krusty the Clown Show.",2/24/2002,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701248,tt0096697,17,7,tvEpisode,The Last of the Red Hat Mamas,The Last of the Red Hat Mamas,0,2005,,30,"Animation,Comedy",6.8,838,"
 Milhouse tutors Lisa in Italian, and Marge joins the Cheery Red Tomatoes, a group that plans to rob Mr. Burns of one million dollars worth of Fabergé eggs.",11/27/2005,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701247,tt0096697,9,15,tvEpisode,The Last Temptation of Krust,The Last Temptation of Krust,0,1998,,30,"Animation,Comedy",7.5,1249,"
 After a disastrous performance, Krusty changes his image and becomes an edgy stand-up.",2/22/1998,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701246,tt0096697,5,9,tvEpisode,The Last Temptation of Homer,The Last Temptation of Homer,0,1993,,30,"Animation,Comedy",8.5,1852,"
 Homer's marriage is in trouble when he develops an attraction to a new co-worker.",12/9/1993,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701252,tt0096697,13,13,tvEpisode,The Old Man and the Key,The Old Man and the Key,0,2002,,30,"Animation,Comedy",6.5,902,"
 Abe gets his driver's license back to impress a new woman at the retirement home.",3/10/2002,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0701159,tt0096697,5,14,tvEpisode,Lisa vs. Malibu Stacy,Lisa vs. Malibu Stacy,0,1994,,30,"Animation,Comedy",8.2,1684,"
 Lisa leads a protest against a talking doll which she believes is sexist.",2/17/1994,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt0888356,tt0096697,18,6,tvEpisode,Moe'N'a Lisa,Moe'N'a Lisa,0,2006,,30,"Animation,Comedy",6.8,887,"
 Lisa helps Moe become a distinguished poet, but she turns on him when he takes all the credit for his newfound greatness.",11/19/2006,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt8733702,tt0096697,,,tvEpisode,E My Sports,E My Sports,0,,,,"Animation,Comedy",,,#N/A,,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt2533218,tt0096697,24,8,tvEpisode,To Cur with Love,To Cur with Love,0,2012,,30,"Animation,Comedy",7.1,637,"
 When Homer shows no remorse over almost losing Santa's Little Helper, Grandpa tells everyone the story of Homer's childhood dog.",12/16/2012,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt5951430,tt0096697,28,21,tvEpisode,Moho House,Moho House,0,2017,,21,"Animation,Comedy",6.4,416,"
 Mr. Burns makes a bet with his old friend that nothing can break Homer and Marge apart. But that's where Moe comes in.",5/7/2017,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt2580138,tt0096697,24,9,tvEpisode,Homer Goes to Prep School,Homer Goes to Prep School,0,2013,,30,"Animation,Comedy",6.8,593,"
 Homer joins the ""Springfield Preppers,"" an off-the-grid survivalist group whose leader has set up a top-secret retreat outside of town to prepare for the end of the world.",1/6/2013,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt2581142,tt0096697,24,10,tvEpisode,A Test Before Trying,A Test Before Trying,0,2013,,30,"Animation,Comedy",7,601,"
 The fate of Springfield Elementary rests on Bart and his test scores, and Homer finds way to make money with his own parking meter.",1/13/2013,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt5951416,tt0096697,28,20,tvEpisode,Looking for Mr. Goodbart,Looking for Mr. Goodbart,0,2017,,21,"Animation,Comedy",7.1,464,"
 Bart bonds with Skinner's mother over their mutual dislike of Skinner and realizes that he could make a bundle by befriending other lonely and disgruntled grandmothers of Springfield for money.",4/30/2017,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt5847492,tt0096697,28,15,tvEpisode,The Cad and the Hat,The Cad and the Hat,0,2017,,21,"Animation,Comedy",6.6,445,"
 Bart ruins Lisa's perfect day out of jealousy and becomes haunted by the manifestation of his guilty conscious. Homer is revealed to be a master chess player which helps him bond with his competitive dad.",2/19/2017,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt5847490,tt0096697,28,14,tvEpisode,Fatzcarraldo,Fatzcarraldo,0,2017,,21,"Animation,Comedy",6.6,464,"
 When all the fast food restaurants in Springfield become healthy, Homer turns to the last bastion of greasy food for comfort; Lisa must find a good news story when her school radio station is in jeopardy.",2/12/2017,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt2649908,tt0096697,24,11,tvEpisode,Changing of the Guardian,Changing of the Guardian,0,2013,,30,"Animation,Comedy",6.5,590,"
 Homer and Marge find the perfect young couple and ask them to be the guardians for the kids in case something happens to them.",1/27/2013,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt2649910,tt0096697,24,12,tvEpisode,Love Is a Many Splintered Thing,Love Is a Many Splintered Thing,0,2013,,30,"Animation,Comedy",6.3,676,"
 Mary Spuckler returns to Springfield and begins a relationship with Bart. However, Bart treats her with disrespect.",2/10/2013,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt5847488,tt0096697,28,11,tvEpisode,Pork and Burns,Pork and Burns,0,2017,,23,"Animation,Comedy",7.1,494,"
 A Japanese book on minimalism inspires Marge to adapt to a new way of living, so the Simpsons have to part with items that no longer bring them joy.",1/8/2017,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt5847482,tt0096697,28,12,tvEpisode,The Great Phatsby: Part 1,The Great Phatsby: Part 1,0,2017,,42,"Animation,Comedy",6.6,613,"
 Mr Burns tries to relive his glory days, and crosses paths with a mysterious music mogul.",1/15/2017,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt5847466,tt0096697,28,9,tvEpisode,The Last Traction Hero,The Last Traction Hero,0,2016,,21,"Animation,Comedy",6.6,451,"
 Homer is placed in a cast following a workplace accident, leading Marge to receive romance from an unexpected source; Lisa attempts to keep the peace as bus monitor.",12/4/2016,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt5847462,tt0096697,28,4,tvEpisode,Treehouse of Horror XXVII,Treehouse of Horror XXVII,0,2016,,22,"Animation,Comedy",7.1,666,"
 The children of Springfield fight to the death, Hunger Games style; Lisa's imaginary friend kills her real friends; Moe recruits Bart into his group of covert barfly agents.",10/16/2016,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt5847448,tt0096697,28,6,tvEpisode,There Will Be Buds,There Will Be Buds,0,2016,,22,"Animation,Comedy",7,512,"
 Homer coaches the kids' lacrosse team with Kirk Van Houten, who disappears before the championship game, after Homer rants about him being a loser.",11/6/2016,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt2533216,tt0096697,24,7,tvEpisode,The Day the Earth Stood Cool,The Day the Earth Stood Cool,0,2012,,30,"Animation,Comedy",7.1,727,"
 Homer befriends a hipster and invites his family to move in next door. However, their friendship soon sours as Springfield is transformed into a haven for ""coolness.""",12/9/2012,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt5847444,tt0096697,28,5,tvEpisode,Trust But Clarify,Trust But Clarify,0,2016,,21,"Animation,Comedy",6.5,518,"
 Bart and Lisa investigate Krusty's new candy; Marge helps Homer dress for a promotion; Kent Brockman struggles with the changing media world.",10/23/2016,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt5847434,tt0096697,28,16,tvEpisode,Kamp Krustier,Kamp Krustier,0,2017,,21,"Animation,Comedy",6.7,445,"
 Bart and Lisa return home following a traumatic incident at Kamp Krusty, putting an end to Homer and Marge's sexual encounters.",3/5/2017,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt2710778,tt0096697,24,13,tvEpisode,Hardly Kirk-ing,Hardly Kirk-ing,0,2013,,30,"Animation,Comedy",7.1,630,"
 Bart poses Millhouse as his father so that they can do adult activities, and Homer becomes skilled at finding lost objects thanks to Highlights magazine.",2/17/2013,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
tt2710780,tt0096697,24,14,tvEpisode,Gorgeous Grampa,Gorgeous Grampa,0,2013,,30,"Animation,Comedy",6.3,639,"
 Homer's obsession with the TV show ""Storage Battles"" leads the family to discover Grampa's past identity as ""Gorgeous Godfrey,"" the most feared, villainous man in pro-wrestling history",3/3/2013,tvSeries,The Simpsons,The Simpsons,0,1989,,22,Animation,Comedy,
