,series_id,episode_id,plot,original_air_date
583,tt0121955,tt0458217,"
    Cartman leads a campaign against the Jews after seeing ""The Passion Of The Christ."" Meanwhile, Stan and Kenny try to get their money back from Mel Gibson and discover that he is completely insane.    ",2004-03-31
584,tt0121955,tt0705986,"
    A gang of kids from the O.C. challenge Stan do a dance-off. But before the big event, Butters must confront a painful event from his past.    ",2004-04-07
585,tt0121955,tt0763044,"
    Cartman dresses up as a robot from Japan, sent to Butters. He tricks him into believing it and can't give away his identity because he finds out Butters has a video of him dancing to Britney Spears and kissing a Justin Timberlake picture! It gets even more out of hand as the military decide to try to capture 'the robot' to make it a weapon.    ",2004-04-14
586,tt0121955,tt0705970,"
    Michael Jackson moves to South Park but tries to conceal his identity. and local cops try to frame him because he is a rich black man.    ",2004-04-21
587,tt0121955,tt0761287,"
    When people from a poverty-stricken future travel back in time to find work, South Park residents accuse them of taking their jobs.    ",2004-04-28
588,tt0121955,tt0705922,"
    Stan refuses to vote in the school mascot election because his choices are a giant douche and a turd sandwich. Unfortunately, his views on voting are seen as un-American, and he is ultimately banished from the town.    ",2004-10-27
589,tt0121955,tt0763048,"
    When a Wall-Mart built in South Park takes business away from local businesses, the boys go to the company's headquarters to get it destroyed.    ",2004-11-03
590,tt0121955,tt0705949,"
    A bully who was sent to juvenile hall in a misunderstanding is released, and comes looking for revenge.    ",2004-11-10
591,tt0121955,tt0705954,"
    The boys begin to exaggerate stories when their student news show falls behind in the ratings.    ",2004-11-17
592,tt0121955,tt0705965,"
    Mr. Slave fights against Paris Hilton when she becomes a bad influence on the girls in South Park. Meanwhile, Paris offers Butters' parents a huge amount of money if she can keep Butters as a pet.    ",2004-12-01
593,tt0121955,tt0705902,"
    Cartman mistakenly believes he is a psychic, and is recruited by the police to help them with investigations.    ",2004-12-08
594,tt0121955,tt0705984,"
    Stan helps a group of woodland critters by killing a mountain lion, only to discover that he's helping them give birth to the Antichrist.    ",2004-12-15
595,tt0121955,tt0705943,"
    Mr. Garrison gets an operation and becomes a woman; Kyle gets surgery to become tall and black so he can play basketball; Gerald decides he wants to be a dolphin.    ",2005-03-09
596,tt0121955,tt0758370,"
    Cartman leads the resistance when a mass of hippies accumulates in South Park and starts a music festival.    ",2005-03-16
597,tt0121955,tt0705983,"
    The boys start a talent agency and represent a woman named Wing in Hollywood.    ",2005-03-23
598,tt0121955,tt0763046,"
    Can Cartman and Kenny stay as ""Best Friends Forever"", even when Kenny buys the last PSP in stock?    ",2005-03-30
599,tt0121955,tt0763051,"
    The boys enlist Kyle's cousin to help them lose in baseball so they won't have to go to the finals. Meanwhile, Randy trains to fight other parents during Stan's games.    ",2005-04-06
600,tt0121955,tt0763050,"
    When the boys decide to ignore Cartman, he assumes that he is dead, and enlists Butters to help him make up for his past sins.    ",2005-04-13
601,tt0121955,tt0763047,"
    Jimmy gets his first erection just days before the school talent show.    ",2005-04-20
602,tt0121955,tt0763053,"
    When a dam breaks and floods a nearby town, South Park residents assume it was caused by global warming and barricade themselves in the community center.    ",2005-10-19
603,tt0121955,tt0761291,"
    Butters fake his own death and disguises himself as a girl so he can infiltrate a sleepover and steal a fortune telling device from the girls. Meanwhile, Butters' father turns to the occult to bring back his son.    ",2005-10-26
604,tt0121955,tt0705925,"
    Ms Garrison realises she still has feelings for Mr Slave. But Mr Slave has moved on and plans to marry his new boyfriend, Big Gay Al as soon as the Governor signs the same sex marriage bill.    ",2005-11-02
605,tt0121955,tt0761286,"
    Cartman leads a vendetta against kids with red hair and freckles, until a prank makes him think he is one of them.    ",2005-11-09
606,tt0121955,tt0761294,"
    Several religious leaders recongize Stan as the second coming of Christ, and a whole soap opera unfolds with the help from a famous R&B sensation.    ",2005-11-16
607,tt0121955,tt0761285,"
    When a prank convinces the boys that a whale in a local aquarium is an alien from the moon, they go to extreme measures to send it home.    ",2005-11-30
608,tt0121955,tt0761283,"
    Randy is forced to go to AA meetings, where he becomes convinced that he has a disease. Desperate, he and Stan go on a pilgrimage to a statue of the virgin Mary that is miraculously bleeding from its ass.    ",2005-12-07
609,tt0121955,tt0780944,"
    After a long hiatus, Chef returns to South Park, but the boys notice that he isn't the same friend he used to be.    ",2006-03-22
610,tt0121955,tt0783418,"
    Stan persuades everyone in town to buy hybrid cars, not realizing the new cars cause a different kind of dangerous emission.    ",2006-03-29
611,tt0121955,tt0786244,"
    The town is in panic when Family Guy angers the Muslim world by attempting to air an image of Mohammed.    ",2006-04-05
612,tt0121955,tt0789661,"
    Cartman finds an unlikely ally in his quest to cancel Family Guy; The people of South Park bury their heads in sand pits to avoid watching the episode.    ",2006-04-12
613,tt0121955,tt0793257,"
    Towelie's autobiography, ""A Million Little Fibers"", becomes Oprah Winfrey's official Book of the Month selection and a bestseller... but for how long?    ",2006-04-19
614,tt0121955,tt0795284,"
    Al Gore gets the boys trapped in Cave of the Winds while trying to kill the purported ""Manbearpig""; Cartman finds treasure that he attempts to steal.    ",2006-04-26
615,tt0121955,tt0799356,"
    Eric's mom turns to Dog Whisperer Cesar Millan as a last resort to turn him to a good little boy, but he may have also turned him into a repressed killer.    ",2006-05-03
616,tt0121955,tt0850173,"
    The boys dedicate their lives to defeating a high level player killing other players in World of Warcraft.    ",2006-10-04
617,tt0121955,tt0871765,"
    Kyle sets out to prove that 9/11 wasn't a government conspiracy, and actually uncovers a government conspiracy to create a conspiracy.    ",2006-10-11
618,tt0121955,tt0882614,"
    Kyle discovers that his brother Ike is having a sexual relationship with his kindergarten teacher. The police are reluctant to help, so Kyle is forced to turn to the new school hall monitor for help: Eric ""Dawg"" Cartman.    ",2006-10-18
619,tt0121955,tt0887071,"
    Satan returns to Earth to throw a huge members-only Holloween party in Los Angeles, and the boys keep summoning the ghost of Biggie Smalls--which means that he's going to miss the party.    ",2006-10-25
620,tt0121955,tt0890648,"
    Cartman tries to cryogenically freeze himself so he doesn't have to wait for the new Nintendo Wii; Ms. Garrison falls for the new Evolution teacher.    ",2006-11-01
621,tt0121955,tt0895578,"
    Cartman is stuck in the future, in the middle of an international civil war between rival Atheist factions. And he STILL can't play Nintendo Wii.    ",2006-11-08
622,tt0121955,tt0897215,"
    When Stan loses his job as the paperboy, he decides to become the coach of the local Pee Wee Hockey team, just to make some money. Unfortunately, he gets way more than he bargained for.    ",2006-11-15
623,tt0121955,tt0940288,"
    Stan becomes a social outcast after his father Randy says ""the N-Word"" on national television, but Michael Richards and Mark Furhman come to Randy's rescue.    ",2007-03-07
624,tt0121955,tt0948344,"
    Cartman takes a photo with Butters' penis in his mouth to prove Butters is gay. He later finds out what the picture really means and freaks out when the photo disappears. Meanwhile, Butters has to go to a special camp to calm his urges.    ",2007-03-14
625,tt0121955,tt0983724,"
    A lice outbreak hits Ms. Garrison's class, and at least one parasite is determined to survive after his lice civilization is destroyed.    ",2007-03-21
626,tt0121955,tt0983725,"
    While trying to find a way to persecute the new Arab kid in his class, Cartman accidentally uncovers an unrelated plot to assassinate Hillary Clinton at a South Park political rally.    ",2007-03-28
627,tt0121955,tt0983726,"
    In a parody of ""The daVinci Code,"" Stan discovers the real reason behind Easter, decorating eggs, and the Easter Bunny.    ",2007-04-04
628,tt0121955,tt0983727,"
    Ms. Garrison's latest date goes so badly that she assigns the class the book report over the weekend, but the boys hire immigrant labor to write it. Meanwhile, Ms. Garrison becomes a lesbian and saves the women's bar from a Persian takeover.    ",2007-04-11
629,tt0121955,tt0995581,"
    One day after Kyle gives $20 to a homeless person, South Park becomes overrun with panhandlers.    ",2007-04-18
630,tt0121955,tt0995582,"
    Cartman fakes having Tourette's syndrome so he can say whatever he wants, but faking the condition begins to wear on his mental filter.    ",2007-10-03
631,tt0121955,tt0995583,"
    Randy Marsh sets the world record for the biggest bowel movement, until Bono comes along and challenges it.    ",2007-10-10
632,tt0121955,tt0995577,"
    Terrorists attack Imaginationland, in an attempt to take over peoples' imagination; Kyle refuses to follow through with his promise to suck Cartman's balls.    ",2007-10-17
633,tt0121955,tt0995578,"
    With the help of Stan and Kyle, the military is able to access the portal to Imaginationland; Cartman goes to great lengths to get Kyle to suck his balls after the leprechaun bet.    ",2007-10-24
634,tt0121955,tt0995579,"
    Stan and Butters engage in battle as they fight the army of evil imaginary forces; Cartman once again goes to great lengths to get Kyle to suck his balls.    ",2007-10-31
635,tt0121955,tt0995580,"
    Stan and Kyle become local celebrities after they score 100,000 points on the video game ""Guitar Hero."" A talent agent signs them to a contract, which ends up ruining their friendship.    ",2007-11-07
636,tt0121955,tt1137316,"
    The girls in the fourth grade class have made a secret list that rates every boy's looks from cutest to ugliest. When the boys steal the list, they are completely unprepared to deal with the results.    ",2007-11-14
637,tt0121955,tt1198003,"
    After Cartman and Kyle are infected with the AIDS virus, they turn to Magic Johnson for assistance in finding a cure.    ",2008-03-12
638,tt0121955,tt1205578,"
    Distraught over the media's nonstop coverage of her, Britney Spears attempts to commit suicide, but survives despite blowing the top half of her head off. Disgusted by this treatment of her, the boys attempt to help, only to learn the secret behind the media's cruel scrutiny of celebrities.    ",2008-03-19
639,tt0121955,tt1207526,"
    South Park declares cats illegal after kids start getting high on cat urine. Cartman starts hiding neighborhood cats in his attic to protect them, and Kenny becomes an addict and starts having Heavy Metal (1981) hallucinations.    ",2008-03-26
640,tt0121955,tt1211261,"
    Canada goes on strike and demands more money, but nobody takes the strike seriously. However, the boys try to make money for Canada by turning Butters into an Internet video star.    ",2008-04-02
641,tt0121955,tt1213538,"
    Cartman is commended for his excellent substitute teaching, so he is brought to the inner city to help the high schoolers. Meanwhile, Ms. Garrison wants to be Mr. Garrison again.    ",2008-04-09
642,tt0121955,tt1218415,"
    A prolonged Internet service outage hits South Park and most of the rest of the country, and Randy moves the Marsh family to California hoping to find a connection (and Internet porn for himself).    ",2008-04-16
643,tt0121955,tt1220462,"
    A class field trip to a frontier park turns into a hostage situation when a group of robbers use the park to evade the police, but the park employees won't help resolve the situation because they won't get out of character.    ",2008-04-23
644,tt0121955,tt1221771,"
    Cartman and Butters go to P.F. Chang's to try to uncover the Chinese conspiracy to take over the U.S.. Stan and Kyle accuse Steven Spielberg and George Lucas of raping Indiana Jones    ",2008-10-08
645,tt0121955,tt1307777,"
    Cartman makes fun of Wendy after she delivers a report on breast cancer. She challenges him to a fight, but he keeps finding ways to get out of it. But he also won't stop making fun of her.    ",2008-10-15
646,tt0121955,tt1312012,"
    With Craig's help, the boys start up a Peruvian pan flute band to make money. However, they are detained by Homeland Security and sent to Peru to end the ""Pandemic."" In the pan flute bands' absence, giant guinea pigs invade South Park.    ",2008-10-22
647,tt0121955,tt1312846,"
    Craig and the boys are stranded in the Andes Mountains while giant guinea pigs wreak havoc all over the planet. Craig is the only person who can end the terror, but he doesn't care and won't do anything about it.    ",2008-10-29
648,tt0121955,tt1312843,"
    While the rest of the nation is distracted by the results of the presidential election, Barack Obama and John McCain set out to complete their true combined objective: a daring ""Ocean's Eleven"" style jewel heist.    ",2008-11-05
649,tt0121955,tt1312844,"
    The boys try to resist the ""High School Musical"" fad when it hits South Park Elementary, while also trying to convince the school's top singer that he should follow his dream and try out for the basketball team.    ",2008-11-12
650,tt0121955,tt1312845,"
    Butters starts hanging out with the Vampire kids, who are angering the Goth kids at South Park Elementary because everybody is confusing the Vampire kids with them.    ",2008-11-19
651,tt0121955,tt1390286,"
    The boys discover that the Jonas Brothers' purity ring campaign is just part of Disney's plot to get away with marketing sex to pre-teen girls.    ",2009-03-11
652,tt0121955,tt1395555,"
    Cartman tries to become a superhero, only to have another fourth grader steal his thunder by becoming one too and becoming more popular.    ",2009-03-18
653,tt0121955,tt1397941,"
    In a parody of the final weeks of Christ's life, South Park goes into hysterics over the failing economy, but Kyle begins preaching that there is no reason for fear. Meanwhile, Stan unsuccessfully tries to return his dad's margarita machine.    ",2009-03-25
654,tt0121955,tt1397942,"
    The fart-loving males of South Park try to ban vaginal flatulence in Colorado after ""Terrance & Phillip"" is replaced by ""The Queef Sisters.""    ",2009-04-01
655,tt0121955,tt1397943,"
    Jimmy comes up with the perfect joke, but Cartman wants to take half the credit for it. However, Kanye West doesn't get the joke, and vows revenge on the person who came up with it.    ",2009-04-08
656,tt0121955,tt1397944,"
    Randy and Stan accidentally reach warp speed when Randy illegally soups up Stan's Pinewood Derby racer, which prompts a visit by an alien gangster and the space police trying to track him down.    ",2009-04-15
657,tt0121955,tt1397945,"
    Cartman leads a group of schoolmates to Somalia to become pirates.    ",2009-04-22
658,tt0121955,tt1468598,"
    When Ike is haunted by dead celebrities, Kyle and the boys hire professional ghost hunters to investigate the Broflovski house for paranormal activity.    ",2009-10-07
659,tt0121955,tt1526694,"
    Butters starts his own pimping business, while a local police officer takes his undercover prostitution sting a little too far.    ",2009-10-14
660,tt0121955,tt1532990,"
    The boys form their own wrestling federation, but seem to be more concerned with theatrics and storylines than the actual sport.    ",2009-10-21
661,tt0121955,tt1535839,"
    Stan is upset about the Japanese killing whales and dolphins, so he takes command of the Sea Shepherd on the ""Whale Wars"" reality show and does something about it.    ",2009-10-28
662,tt0121955,tt1539447,"
    The boys try to get the meaning of the word ""fag"" changed from homosexual to motorcycle riders.    ",2009-11-04
663,tt0121955,tt1546329,"
    Cartman takes over the morning school announcements and turns it into a personal soapbox against school president Wendy Testaburger.    ",2009-11-11
664,tt0121955,tt1549809,"
    When the pee levels reach a critical stage at a local water park, chaos and disaster ensue. However, after the disaster, Cartman remains obsessed with the number of minorities who are ""taking over"" the park.    ",2009-11-18
665,tt0121955,tt1615374,"
    After Tiger Woods comes clean, America becomes obsessed with the ""epidemic"" of rich men having sex with lots of women. As a result, Kyle and Butters are labeled as sex addicts and are placed in treatment.    ",2010-03-17
666,tt0121955,tt1624774,"
    The boys try to write the most graphic, offensive book ever, and then blame Butters when Stan's mom finds it. But when the book is hailed as a work of literary genius, Butters becomes the ""voice of a generation.""    ",2010-03-24
667,tt0121955,tt1629114,"
    Randy deliberately gets testicular cancer so that he can receive a medicinal marijuana prescription, while Cartman becomes a black market KFC dealer when all of the restaurants are shut down for being unhealthy.    ",2010-03-31
668,tt0121955,tt1633052,"
    When attempting to delete his Facebook profile, Stan is sucked into a virtual Facebook world; Kyle befriends a friendless third-grader, with drastic consequences.    ",2010-04-07
669,tt0121955,tt1635619,"
    Tom Cruise gathers other celebrities mocked by South Park and threatens a class action lawsuit unless the town brings Mohammed to them, so that they can obtain his powers not to be ridiculed.    ",2010-04-14
670,tt0121955,tt1644896,"
    As the celebrities and the gingers battle over who gets possession of Mohammed, the Super Best Friends come to Mohammed's rescue. Meanwhile, Cartman may finally discover the ""real"" truth about the identity of his father.    ",2010-04-21
671,tt0121955,tt1644897,"
    The boys stage an intervention for Towelie after he falls off the wagon while working at Timmy and Jimmy's summer camp. At the camp, a jealous camper resorts to dirty tricks to beat Jimmy in a series of competitions.    ",2010-04-28
672,tt0121955,tt1708917,"
    Cartman wants to be a NASCAR driver when he grows up but believes he's too rich and too smart and that in order to be a NASCAR racer and enjoy it, he has to be poor and stupid. In order to achieve his goal, he enlists the help of Butters, and the feminine hygiene product Vagisil.    ",2010-10-06
673,tt0121955,tt1742995,"
    South Park tries to keep New Jersey from spreading to their town, and they are forced to turn to some of their enemies for help.    ",2010-10-13
674,tt0121955,tt1755897,"
    Stan and Mr. Mackey suffer a hoarding disorder. In an attempt to find the cause for it, they get trapped in Mr. Mackey's dream.    ",2010-10-20
675,tt0121955,tt1747501,"
    A new superhero named ""Captain Hindsight"" emerges to help with a new BP oil spill, and The Coon tries to make sure that he joins his union of superheroes.    ",2010-10-27
676,tt0121955,tt1751797,"
    Mysterion assumes control of South Park's superhero alliance after The Coon is kicked out. Meanwhile, The Coon plots his plan for revenge by conspiring with the enemy, and where is Captain Hindsight when the world needs him?    ",2010-11-03
677,tt0121955,tt1759387,"
    Cartman and Cthulhu get their revenge on Coon and Friends, while Mysterion continues to try and discover the secret behind his superpower of never being able to die.    ",2010-11-10
678,tt0121955,tt1766998,"
    Randy becomes addicted to the Food Network, and Sharon tries to compensate for his lack of attention by turning to the Shape Weight.    ",2010-11-17
679,tt0121955,tt1884035,"
    After Kyle clicks on the latest iTunes user agreement without reading it, Steve Jobs forces him to be an unwilling participant in his latest project. Meanwhile, Cartman equates his mom not giving him an iPad to sexual abuse.    ",2011-04-27
680,tt0121955,tt1908258,"
    After Jimmy declares that the Germans are the least funny people in the world in his comedy awards show, they retaliate by creating ""Funnybot"" an automated comedian who is so funny that it puts all other comedians out of work.    ",2011-05-04
681,tt0121955,tt1913934,"
    During the televised Canadian royal wedding, the bride-to-be is kidnapped by an unknown entity. After a call to arms is issued to Canadians, Ike travels to Canada, abandoning his role in Mr. Mackey's kindergarten play about dental hygiene.    ",2011-05-11
682,tt0121955,tt1933979,"
    Thinking the school has posted the size of all the kid's penises for the whole school to see, Cartman works all the boys up into tizzy. The principal decides it's time to address Cartman's anger issues by having him take anger management classes. Cartman uses his anger to enrage the class and hold a business hostage. Stan's dad decides to teach the students how to properly measure penis size, using complex mathematical formulas.    ",2011-05-18
683,tt0121955,tt1932265,"
    Feeling guilty after watching another commercial about helpless children set to Sarah McLachlan singing, Kyle volunteers and is shocked to find Cartman helping crack babies at the hospital already. Kyle gets drawn into Cartman's despicable plot, thinking he can also help the crack babies.    ",2011-05-25
684,tt0121955,tt1939367,"
    A new Sushi shop moves into South Park and an Asian turf war is ignited between the ""Japanese"" owner of City Sushi and the ""Chinese"" owner of City Wok.    ",2011-06-01
685,tt0121955,tt1947585,"
    Stan turns ten and suddenly things change and everything seems like crap to him; music, movies, food, and life in general.    ",2011-06-08
686,tt0121955,tt2066663,"
    Stan is diagnosed with Asperger's but soon realizes that the disease isn't real. Meanwhile, Cartman creates a disgusting overnight food sensation.    ",2011-10-05
687,tt0121955,tt2075930,"
    During a game of border patrol vs. Mexicans, where the kids play the two groups, Butters goes missing and eventually winds up in Mexico where he becomes their new leader, Mantequilla. Suddenly legal and illegal alien Mexicans flood back across the border to Mexico for a better life because of the decline of the U.S. economy. Eric joins the U.S. border patrol and squares off against Butters.    ",2011-10-12
688,tt0121955,tt2079298,"
    Kids at South Park Elementary School become enthralled with a new website called EavesDropper, which updates daily with secrets students don't want to get out. After news of a student crapping his pants leaks, Principal Victoria and staff bribe Eric into finding a way to make the problem go away. Meanwhile Stan and Kyle try to stop the culprit responsible.    ",2011-10-19
689,tt0121955,tt2085523,"
    Randy discovers a secret: women give blow jobs after seeing stage musicals because there are hidden subliminal references to blow jobs in the songs and women don't know it. Shelly has a love interest.    ",2011-10-26
690,tt0121955,tt2091753,"
    Upset that the entire school has to exercise extra hard because one student, Eric, is too fat, the school plots revenge against him. When things dear to Eric start getting destroyed, he goes on a hunt to find out whom is responsible.    ",2011-11-02
691,tt0121955,tt2097111,"
    Upon Eric's advice, the boys use The History Channel's special on the first thanksgiving, to write their school report, but Stan has misgivings when the special insists aliens were part of it. A secret organization, a pilgrim from outer space, a stuffing shortage, and war between two worlds hangs in the balance and only the boys are caught in the midst of it all.    ",2011-11-09
692,tt0121955,tt2101560,"
    After Kenny's parents are arrested and he and his siblings are sent to a foster home, Eric searches for who is the new poor kid in South Park and the results are shocking. Mysterion must help his brother and sister and the rest of the foster children get out of the abusive foster home.    ",2011-11-16
693,tt0121955,tt2129641,"
    An unspeakable tragedy occurs when one of the boys leaves the toilet seat up after he uses the bathroom.    ",2012-03-14
694,tt0121955,tt2128143,"
    Cartman launches a gemstones network show and creates a very lucrative business. Stan searches for the real value of a piece of jewelry that was a gift from his Grandpa. Meanwhile, Cartmans lucrative new business preys upon an extremely vulnerable clientele.    ",2012-03-21
695,tt0121955,tt2128144,"
    The boys take part in a new, dangerous photographic meme.    ",2012-03-28
696,tt0121955,tt2128145,"
    Cartman starts convincing people a mystical blood-sucking from Mexico he calls the Jewpacabra, exists and that the kids and folks of South Park are in danger for the upcoming Easter Egg hunt.    ",2012-04-04
697,tt0121955,tt2128146,"
    As bullying at South Park Elementary becomes more severe, the kids take action against it after seeing Butters beaten up, but Butters has a secret about his tormentor.    ",2012-04-11
698,tt0121955,tt2128147,"
    Eric, Stan, Kyle, and Kenny go ziplining but find it's incredibly boring and the fellow ziplining tourists drive them crazy. Now they must do all that they can to escape from the group and get off the mountain back to normal life.    ",2012-04-18
699,tt0121955,tt2128148,"
    There's a new girl in school and she's black, so Cartman instantly assumes Token wants her, but when Token doesn't seem interested, Eric sets up an elaborate scheme to put the two together.    ",2012-04-25
700,tt0121955,tt2128149,"
    Angered over the overly sensitive parents in South Park over their kids playing football because of recent news about concussions, Randy invents the game Sarcastaball in order to get people to see how stupid they've been. But when everybody takes it seriously, Randy ends up begrudgingly taking the game national. Butters, the most knowledgeable of the game, becomes the coach for the kids.    ",2012-09-26
701,tt0121955,tt2128150,"
    Cartman finally realizes he is too fat and decides to do something about it, while James Cameron realizes the societal bar has been lowered too low, and goes on a deep sea expedition to find the bar to raise it.    ",2012-10-03
702,tt0121955,tt2128138,"
    After Ike accidentally sees mom and dad having sex, with Gerald dressed as a UPS man, the kids create a stir leading men in South Park thinking the UPS man is secretly having sex with their wives.    ",2012-10-10
703,tt0121955,tt2128139,"
    Butters starts acting out, yelling, telling people off, and even beating one kid up. Little does Butters know, but he's reached a special age and that there's more going on than he knows, and that he wasn't born in South Park.    ",2012-10-17
704,tt0121955,tt2128140,"
    The boys are excited to go trick-or-treating, dressed as the Avengers, but Stan is unable to come because Randy has bought a Blockbuster Video franchise location in South Park.    ",2012-10-24
705,tt0121955,tt2128141,"
    The world is rocked by news that a performance enhancing drug was found in test results from Jesus, used to make his miracles and thus did not die for our sins, and now people across the world become disillusioned, except Stan who refuses to cut his What Would Jesus Do? bracelet off. And in the process Stan inadvertently creates a world wide movement.    ",2012-10-31
706,tt0121955,tt2128142,"
    Cartman has stolen thousands of ballots from swing states in order to assure Obama's re-election all in a bid to get himself a part in the new Star Wars movie now that Disney owns the franchise.    ",2012-11-07
707,tt0121955,tt2492922,"
    Cartman goes to infiltrate the NSA for his personal file, but doesn't like what he finds.    ",2013-09-25
708,tt0121955,tt3169684,"
    The children of South Park find out their parents are watching disturbingly violent television shows about sex, murder, and betrayal, otherwise nicknamed ""murder porn"".    ",2013-10-02
709,tt0121955,tt3169688,"
    Cartman sees Token as a threat to all humanity.    ",2013-10-09
710,tt0121955,tt3169686,"
    The goth kids become worried after one of their members, Henrietta, returns from a camp intended to cure her goth, is an emo. But there is more going on than meets the eye.    ",2013-10-23
711,tt0121955,tt3237510,"
    Ike is going through Canadian puberty and it puts a strain of his and Kyle's friendship. The school installs a computer system hooked up to a website called IntelliLink.    ",2013-10-30
712,tt0121955,tt3237516,"
    After Cartman pulls a silly prank where he puts a red wig and red spots on a cow, saying it's a ""ginger cow"", the middle east experiences peace but comes with a price for Kyle.    ",2013-11-06
713,tt0121955,tt3237520,"
    The children of South Park form two battling contingents to get a PlayStation 4 or an Xbox One during a Black Friday sale. Meanwhile, Randy takes a temp job as a security guard at the mall in order to make a little extra holiday money.    ",2013-11-13
714,tt0121955,tt3237526,"
    The battle for which gaming console will dominate, PlayStation 4 or Xbox, builds, with both sides of kids and the companies of each game system, vying for the win.    ",2013-11-20
715,tt0121955,tt3237528,"
    The horror of Black Friday has begun and the battle begins. Forces will join, back stabbing will occur and there will be blood. And big floppy wieners.    ",2013-12-04
716,tt0121955,tt3237532,"
    After Butters turns down a fat girl that asks him out, Wendy is upset over Butters' crush on Kim Kardashian because she says Kim is actually a short fat hobbit who uses photo shop to make herself look more attractive.    ",2013-12-11
717,tt0121955,tt3383572,"
    The boys use Kickstarter to fund themselves so they can sit on their butts and do absolutely nothing, but when Eric uses the name Washington Redskins, the owner of the Redskins is determined to stop him.    ",2014-09-24
718,tt0121955,tt4063638,"
    Mr.Mackey is now gluten free and everyone is annoyed when he won't quit preaching about how great he feels.    ",2014-10-01
719,tt0121955,tt4080138,"
    Randy is harboring a giant secret and the pressure is getting to him. Meanwhile, Cartman calls Stan a cissy.    ",2014-10-08
720,tt0121955,tt4081582,"
    Timmy starts a new transportation service to raise money.    ",2014-10-15
721,tt0121955,tt4093234,"
    Cartman and Butters obtain a drone and take it for a spin around the neighborhood.    ",2014-10-29
722,tt0121955,tt4093298,"
    Canada creates a phone app that preys on the addiction of the weak, to help make money to build Canada. When Randy discovers Stan has an addiction, he intervenes.    ",2014-11-05
723,tt0121955,tt4181338,"
    The boys have bought an Oculus Rift virtual reality headset and don't know who is in the real world or stuck in virtual reality.    ",2014-11-12
724,tt0121955,tt4197082,"
    The boys visit City Wok - but there's something shady going on.    ",2014-11-19
725,tt0121955,tt4197086,"
    After Ike refuses to play a new game with Kyle, Kyle thinks the new generation of kids is terrible. Cartman becomes part of this new generation. Meanwhile Randy has drama going on with the music industry.    ",2014-12-03
726,tt0121955,tt3959654,"
    Kyle teams up with network heads to make a Christmas special to bring the family together, and the holograms are still on the loose.    ",2014-12-10
727,tt0121955,tt4197092,"
    The boys show their respect for Caitlyn Jenner when a new principal makes them atone for a history of prejudice.    ",2015-09-16
728,tt0121955,tt5034922,"
    Garrison decides he wants to build a wall to keep out all the undocumented immigrants.    ",2015-09-23
729,tt0121955,tt5052750,"
    With the town of South Park gentrifying, Kenny decides to get a job at City Wok.    ",2015-09-30
730,tt0121955,tt5074356,"
    Cartman considers himself the top online restaurant reviewer in South Park.    ",2015-10-14
731,tt0121955,tt5095754,"
    Cartman is victimised because of his body weight.    ",2015-10-21
732,tt0121955,tt5113838,"
    The East Asian girls in school are drawing intimate pictures of Tweek and Craig.    ",2015-10-28
733,tt0121955,tt5113840,"
    The ever more PC citizens of South Park decide that they no longer need a police force. As the first American town to get rid of their cops, they plan to celebrate their advanced sensibilities with a PC Carnival.    ",2015-11-11
734,tt0121955,tt5113842,"
    PC Principal's ideology is tested when the school newspaper writes about the PC Fraternity. Meanwhile ads slowly consume the Internet news, as Garrison participates in the political debate with Hilary Clinton.    ",2015-11-18
735,tt0121955,tt5113844,"
    Principal Victoria and Mr. Garrison are back in town trying to stop PC. Meanwhile Jimmy tries to uncover the secret of Leslie.    ",2015-12-02
736,tt0121955,tt5113846,"
    PC Principal travels around the world, destroying gentrifying districts. The town of South Park arms itself just as the gun show comes into town , Jimmy is held captive by Nathan, Kyle protects Leslie and the final showdown will start.    ",2015-12-09
737,tt0121955,tt4197088,"
    Mr. Garrison is still on the campaign trail, and the National Anthem gets a reboot by an American Icon.    ",2016-09-14
738,tt0121955,tt5218394,"
    The boys decide they have to take down Cartman but meanwhile, Skank Hunt takes his rein of terror global.    ",2016-09-21
739,tt0121955,tt5218396,"
    Skankhunt42 is thrilled with the media attention and continues to troll.    ",2016-09-28
740,tt0121955,tt5218412,"
    Butters and the other boys start a retaliatory movement against the girls. Gerald fears for his secret    ",2016-10-12
741,tt0121955,tt5218420,"
    The kids get pulled in to the search for the notorious Skankhunt42. Meanwhile, Gerald joins forces with the other trolls to stop Denmark from launching TROLLTRACE.COM.    ",2016-10-19
742,tt0121955,tt5218492,"
    An entire city in Colorado gets hacked. Gerald and Cartman may lose everything when their complete history of internet activity becomes public.    ",2016-10-26
743,tt0121955,tt5218500,"
    PC Principal tries one more time to make peace between the boys and the girls. Meanwhile, Gerald comes face-to-face with the Troll Hunter.    ",2016-11-09
744,tt0121955,tt5218504,"
    Mr. Garrison deals with the aftermath of being elected President. Meanwhile, Gerald attempts to escape the wrath of being captured by Troll Trace and Cartman and Heidi prepare to go to Mars together.    ",2016-11-16
745,tt0121955,tt5218506,"
    Cartman decides to go to Mars, Mr. Garrison seeks revenge on the people of South Park.    ",2016-11-30
746,tt0121955,tt5218508,"
    Stan and Kyle run away with Ike, Cartmans' trip to mars lands him on death row, Mr. Garrison and Randy help the trolls destroy a country.    ",2016-12-07
747,tt0121955,tt4847050,"
    Randy comes to grips with what it means to be white in today's society.    ",2017-09-13
